,Price,Load forecast,Generation forecast,Prévision J-1 Solaire,Prévision J-1 Eolien
2021-05-20 00:00:00,3083.0,71.67,49300.0,0.0,0.0
2021-05-20 01:00:00,2949.0,61.67,46250.0,0.0,0.0
2021-05-20 02:00:00,2819.0,61.9,45700.0,0.0,0.0
2021-05-20 03:00:00,2692.0,59.95,43300.0,0.0,0.0
2021-05-20 04:00:00,2411.0,58.7,42550.0,0.0,0.0
2021-05-20 05:00:00,2130.0,65.79,43800.0,0.0,0.0
2021-05-20 06:00:00,1851.0,79.91,47000.0,0.0,0.0
2021-05-20 07:00:00,1686.0,90.23,52700.0,0.0,0.0
2021-05-20 08:00:00,1521.0,94.9,55650.0,0.0,276.0
2021-05-20 09:00:00,1359.0,84.99,56400.0,0.0,1191.0
2021-05-20 10:00:00,1601.0,72.0,55700.0,0.0,2705.0
2021-05-20 11:00:00,1848.0,66.19,54900.0,0.0,4203.0
2021-05-20 12:00:00,2102.0,59.36,54450.0,0.0,5502.0
2021-05-20 13:00:00,2869.0,56.0,53800.0,0.0,6349.0
2021-05-20 14:00:00,3637.0,54.07,51850.0,0.0,6968.0
2021-05-20 15:00:00,4408.0,55.95,50050.0,0.0,7047.0
2021-05-20 16:00:00,4913.0,57.2,48300.0,0.0,6713.0
2021-05-20 17:00:00,5425.0,59.84,46800.0,0.0,5983.0
2021-05-20 18:00:00,5936.0,74.74,47950.0,0.0,4966.0
2021-05-20 19:00:00,5537.0,82.17,50250.0,0.0,3599.0
2021-05-20 20:00:00,5139.0,82.14,48300.0,0.0,2070.0
2021-05-20 21:00:00,4742.0,78.97,46500.0,0.0,816.0
2021-05-20 22:00:00,5223.0,76.96,47200.0,0.0,89.0
2021-05-20 23:00:00,5704.0,58.93,49550.0,0.0,0.0
2021-05-21 00:00:00,7198.0,37.24,47100.0,56816.0,0.0
2021-05-21 01:00:00,7310.0,22.9,44000.0,54926.0,0.0
2021-05-21 02:00:00,7423.0,14.29,43050.0,53228.0,0.0
2021-05-21 03:00:00,7538.0,7.83,40500.0,51830.0,0.0
2021-05-21 04:00:00,7557.0,7.08,39350.0,51840.0,0.0
2021-05-21 05:00:00,7577.0,16.69,40450.0,53524.0,0.0
2021-05-21 06:00:00,7599.0,33.52,43300.0,56758.0,0.0
2021-05-21 07:00:00,7609.0,65.0,47900.0,59468.0,0.0
2021-05-21 08:00:00,7619.0,66.22,51100.0,61302.0,244.0
2021-05-21 09:00:00,7628.0,53.41,52500.0,62448.0,1049.0
2021-05-21 10:00:00,8412.0,37.57,51950.0,62626.0,2295.0
2021-05-21 11:00:00,9197.0,22.45,51750.0,61829.0,3622.0
2021-05-21 12:00:00,9983.0,14.37,52150.0,61589.0,4588.0
2021-05-21 13:00:00,10606.0,4.51,52150.0,59704.0,4918.0
2021-05-21 14:00:00,11229.0,0.06,50500.0,59232.0,5004.0
2021-05-21 15:00:00,11852.0,0.05,48700.0,58291.0,4706.0
2021-05-21 16:00:00,11885.0,2.33,47100.0,57302.0,4395.0
2021-05-21 17:00:00,11917.0,16.01,46050.0,60793.0,4136.0
2021-05-21 18:00:00,11948.0,29.78,46900.0,62726.0,3597.0
2021-05-21 19:00:00,11618.0,40.42,48250.0,61829.0,2722.0
2021-05-21 20:00:00,11289.0,40.05,46550.0,60198.0,1716.0
2021-05-21 21:00:00,10960.0,43.69,45600.0,59745.0,698.0
2021-05-21 22:00:00,10697.0,55.1,46600.0,59941.0,97.0
2021-05-21 23:00:00,10434.0,42.69,49450.0,59126.0,0.0
2021-05-22 00:00:00,9202.0,20.04,47150.0,54219.0,0.0
2021-05-22 01:00:00,9592.0,4.07,44050.0,50596.0,0.0
2021-05-22 02:00:00,9977.0,0.89,42250.0,48829.0,0.0
2021-05-22 03:00:00,10364.0,0.03,39450.0,47986.0,0.0
2021-05-22 04:00:00,10276.0,-0.05,38200.0,48824.0,0.0
2021-05-22 05:00:00,10188.0,-0.54,38050.0,48587.0,0.0
2021-05-22 06:00:00,10101.0,-0.26,38400.0,48347.0,0.0
2021-05-22 07:00:00,9874.0,0.01,40000.0,49115.0,0.0
2021-05-22 08:00:00,9648.0,0.74,42150.0,50317.0,261.0
2021-05-22 09:00:00,9422.0,10.1,44450.0,52490.0,1066.0
2021-05-22 10:00:00,9498.0,3.74,45400.0,53705.0,2397.0
2021-05-22 11:00:00,9573.0,4.78,45750.0,54844.0,3742.0
2021-05-22 12:00:00,9648.0,14.78,46600.0,55673.0,4715.0
2021-05-22 13:00:00,9657.0,11.46,46750.0,54525.0,5293.0
2021-05-22 14:00:00,9666.0,0.08,44450.0,52726.0,5505.0
2021-05-22 15:00:00,9675.0,0.04,42800.0,51516.0,5339.0
2021-05-22 16:00:00,9132.0,0.03,41600.0,50981.0,5183.0
2021-05-22 17:00:00,8590.0,7.29,41100.0,51647.0,4375.0
2021-05-22 18:00:00,8048.0,38.63,42550.0,54228.0,3739.0
2021-05-22 19:00:00,7109.0,60.02,44450.0,54663.0,2766.0
2021-05-22 20:00:00,6170.0,61.15,43850.0,55159.0,1687.0
2021-05-22 21:00:00,5233.0,58.62,43300.0,55171.0,693.0
2021-05-22 22:00:00,4964.0,69.47,44450.0,55902.0,100.0
2021-05-22 23:00:00,4694.0,66.56,47700.0,55746.0,0.0
2021-05-23 00:00:00,4636.0,55.76,45750.0,53306.0,0.0
2021-05-23 01:00:00,4548.0,49.46,42550.0,51241.0,0.0
2021-05-23 02:00:00,4459.0,34.87,41700.0,50142.0,0.0
2021-05-23 03:00:00,4369.0,18.92,39000.0,48241.0,0.0
2021-05-23 04:00:00,4167.0,13.46,37450.0,46778.0,0.0
2021-05-23 05:00:00,3965.0,9.04,37400.0,46191.0,0.0
2021-05-23 06:00:00,3762.0,9.44,37150.0,45961.0,0.0
2021-05-23 07:00:00,3528.0,15.33,38200.0,46542.0,0.0
2021-05-23 08:00:00,3293.0,13.16,39900.0,47659.0,279.0
2021-05-23 09:00:00,3059.0,13.74,42100.0,48919.0,1131.0
2021-05-23 10:00:00,3184.0,6.58,43650.0,49456.0,2581.0
2021-05-23 11:00:00,3310.0,2.78,44200.0,48873.0,4079.0
2021-05-23 12:00:00,3434.0,0.08,45250.0,48733.0,5430.0
2021-05-23 13:00:00,4220.0,-7.83,45300.0,48705.0,6234.0
2021-05-23 14:00:00,5007.0,-24.93,42200.0,47975.0,6689.0
2021-05-23 15:00:00,5793.0,-25.0,39950.0,47490.0,6602.0
2021-05-23 16:00:00,6066.0,-8.02,38800.0,48211.0,6256.0
2021-05-23 17:00:00,6338.0,11.7,38500.0,49479.0,5644.0
2021-05-23 18:00:00,6610.0,40.86,40000.0,54495.0,4763.0
2021-05-23 19:00:00,6585.0,58.0,42500.0,56084.0,3524.0
2021-05-23 20:00:00,6560.0,74.9,42750.0,56187.0,2088.0
2021-05-23 21:00:00,6535.0,74.88,42200.0,56541.0,833.0
2021-05-23 22:00:00,6705.0,74.85,43250.0,57733.0,110.0
2021-05-23 23:00:00,6874.0,61.58,46550.0,57091.0,0.0
2021-05-24 00:00:00,6760.0,53.91,44150.0,55688.0,0.0
2021-05-24 01:00:00,7253.0,25.63,41350.0,54141.0,0.0
2021-05-24 02:00:00,7746.0,20.22,40550.0,51940.0,0.0
2021-05-24 03:00:00,8240.0,15.65,38500.0,50016.0,0.0
2021-05-24 04:00:00,8081.0,11.97,37200.0,50363.0,0.0
2021-05-24 05:00:00,7924.0,16.54,37200.0,50123.0,0.0
2021-05-24 06:00:00,7767.0,21.86,37100.0,50252.0,0.0
2021-05-24 07:00:00,7582.0,26.97,37950.0,50661.0,0.0
2021-05-24 08:00:00,7397.0,36.0,39800.0,52577.0,236.0
2021-05-24 09:00:00,7211.0,29.67,42050.0,54800.0,977.0
2021-05-24 10:00:00,7130.0,23.87,43800.0,55870.0,2207.0
2021-05-24 11:00:00,7049.0,24.09,44850.0,56721.0,3497.0
2021-05-24 12:00:00,6969.0,29.22,46350.0,56993.0,4532.0
2021-05-24 13:00:00,7910.0,15.59,46250.0,55737.0,5188.0
2021-05-24 14:00:00,8851.0,12.36,42600.0,55962.0,5370.0
2021-05-24 15:00:00,9792.0,14.11,40450.0,55953.0,5323.0
2021-05-24 16:00:00,9947.0,25.25,39400.0,56929.0,5105.0
2021-05-24 17:00:00,10100.0,20.78,39050.0,58889.0,4603.0
2021-05-24 18:00:00,10253.0,56.79,40800.0,61730.0,4035.0
2021-05-24 19:00:00,9868.0,68.17,43900.0,61561.0,3279.0
2021-05-24 20:00:00,9484.0,60.33,43950.0,60770.0,2071.0
2021-05-24 21:00:00,9100.0,62.92,43550.0,60203.0,863.0
2021-05-24 22:00:00,8844.0,62.03,44750.0,60195.0,125.0
2021-05-24 23:00:00,8587.0,53.6,47850.0,59710.0,0.0
2021-05-25 00:00:00,8363.0,52.64,45900.0,0.0,0.0
2021-05-25 01:00:00,8497.0,48.78,43600.0,0.0,0.0
2021-05-25 02:00:00,8632.0,46.15,42750.0,0.0,0.0
2021-05-25 03:00:00,8768.0,42.01,40650.0,0.0,0.0
2021-05-25 04:00:00,8754.0,37.79,40050.0,0.0,0.0
2021-05-25 05:00:00,8739.0,48.53,41700.0,0.0,0.0
2021-05-25 06:00:00,8726.0,66.4,45200.0,0.0,0.0
2021-05-25 07:00:00,8337.0,81.98,50800.0,0.0,0.0
2021-05-25 08:00:00,7949.0,84.65,54000.0,0.0,326.0
2021-05-25 09:00:00,7559.0,76.79,55100.0,0.0,1284.0
2021-05-25 10:00:00,7590.0,66.0,54850.0,0.0,2848.0
2021-05-25 11:00:00,7623.0,62.03,54600.0,0.0,4573.0
2021-05-25 12:00:00,7655.0,55.51,54850.0,0.0,5953.0
2021-05-25 13:00:00,8180.0,47.97,54850.0,0.0,6729.0
2021-05-25 14:00:00,8705.0,42.04,53250.0,0.0,6983.0
2021-05-25 15:00:00,9231.0,40.3,51150.0,0.0,6894.0
2021-05-25 16:00:00,9139.0,42.48,49550.0,0.0,6610.0
2021-05-25 17:00:00,9047.0,50.09,48300.0,0.0,5976.0
2021-05-25 18:00:00,8955.0,65.48,49100.0,0.0,5065.0
2021-05-25 19:00:00,7918.0,76.31,50900.0,0.0,3745.0
2021-05-25 20:00:00,6880.0,77.98,49400.0,0.0,2189.0
2021-05-25 21:00:00,5843.0,77.19,48250.0,0.0,884.0
2021-05-25 22:00:00,5310.0,77.09,48950.0,0.0,121.0
2021-05-25 23:00:00,4779.0,69.83,51150.0,0.0,0.0
2021-05-26 00:00:00,4339.0,74.34,48000.0,55065.0,0.0
2021-05-26 01:00:00,4325.0,56.43,44950.0,53980.0,0.0
2021-05-26 02:00:00,4314.0,53.61,44200.0,52458.0,0.0
2021-05-26 03:00:00,4306.0,51.15,41900.0,52137.0,0.0
2021-05-26 04:00:00,4593.0,52.28,40950.0,52085.0,0.0
2021-05-26 05:00:00,4880.0,59.74,42200.0,53748.0,0.0
2021-05-26 06:00:00,5169.0,76.68,45250.0,56333.0,0.0
2021-05-26 07:00:00,5197.0,84.59,49900.0,58354.0,0.0
2021-05-26 08:00:00,5225.0,90.0,52950.0,60359.0,301.0
2021-05-26 09:00:00,5253.0,84.67,54400.0,61454.0,1176.0
2021-05-26 10:00:00,5319.0,76.59,54100.0,62306.0,2512.0
2021-05-26 11:00:00,5390.0,74.04,53750.0,62766.0,3946.0
2021-05-26 12:00:00,5462.0,69.61,54250.0,62961.0,4998.0
2021-05-26 13:00:00,5570.0,60.03,53950.0,63073.0,5758.0
2021-05-26 14:00:00,5678.0,53.86,52050.0,61866.0,6075.0
2021-05-26 15:00:00,5788.0,53.56,49900.0,59780.0,6205.0
2021-05-26 16:00:00,5584.0,54.17,48350.0,58494.0,5775.0
2021-05-26 17:00:00,5380.0,60.65,47350.0,57476.0,4929.0
2021-05-26 18:00:00,5175.0,74.52,48100.0,57915.0,4083.0
2021-05-26 19:00:00,4536.0,80.0,49950.0,57189.0,3094.0
2021-05-26 20:00:00,3898.0,80.0,48300.0,55489.0,1888.0
2021-05-26 21:00:00,3261.0,77.26,47150.0,55053.0,798.0
2021-05-26 22:00:00,2952.0,81.27,47700.0,55342.0,113.0
2021-05-26 23:00:00,2642.0,81.3,50350.0,55629.0,0.0
2021-05-27 00:00:00,2370.0,66.32,48500.0,53506.0,0.0
2021-05-27 01:00:00,2278.0,58.15,45700.0,52125.0,0.0
2021-05-27 02:00:00,2193.0,56.37,44650.0,50260.0,0.0
2021-05-27 03:00:00,2110.0,52.71,42250.0,49516.0,0.0
2021-05-27 04:00:00,1917.0,52.9,41050.0,49556.0,0.0
2021-05-27 05:00:00,1725.0,60.75,42600.0,50945.0,0.0
2021-05-27 06:00:00,1537.0,77.0,45800.0,53137.0,0.0
2021-05-27 07:00:00,1321.0,87.23,50700.0,55106.0,1.0
2021-05-27 08:00:00,1107.0,91.24,53350.0,57290.0,332.0
2021-05-27 09:00:00,892.0,84.21,53700.0,58703.0,1313.0
2021-05-27 10:00:00,792.0,79.13,52900.0,59519.0,2884.0
2021-05-27 11:00:00,696.0,78.07,52400.0,60339.0,4629.0
2021-05-27 12:00:00,603.0,74.95,52850.0,60601.0,5961.0
2021-05-27 13:00:00,618.0,65.32,52500.0,59887.0,6863.0
2021-05-27 14:00:00,635.0,60.77,50650.0,59082.0,7272.0
2021-05-27 15:00:00,653.0,60.45,48500.0,58204.0,7287.0
2021-05-27 16:00:00,687.0,60.91,47250.0,56080.0,7082.0
2021-05-27 17:00:00,721.0,69.62,45950.0,57433.0,6493.0
2021-05-27 18:00:00,754.0,79.96,46900.0,57987.0,5598.0
2021-05-27 19:00:00,795.0,85.99,48900.0,57641.0,4225.0
2021-05-27 20:00:00,836.0,88.87,47200.0,56136.0,2480.0
2021-05-27 21:00:00,878.0,85.91,45750.0,55600.0,1023.0
2021-05-27 22:00:00,1202.0,84.04,46350.0,56130.0,151.0
2021-05-27 23:00:00,1528.0,79.71,49100.0,56341.0,0.0
2021-05-28 00:00:00,1726.0,71.34,46500.0,0.0,0.0
2021-05-28 01:00:00,1948.0,63.0,43500.0,0.0,0.0
2021-05-28 02:00:00,2171.0,61.59,42700.0,0.0,0.0
2021-05-28 03:00:00,2394.0,62.03,40300.0,0.0,0.0
2021-05-28 04:00:00,2452.0,64.64,39200.0,0.0,0.0
2021-05-28 05:00:00,2511.0,67.93,40300.0,0.0,0.0
2021-05-28 06:00:00,2570.0,81.36,43250.0,0.0,0.0
2021-05-28 07:00:00,2550.0,93.01,48000.0,0.0,2.0
2021-05-28 08:00:00,2529.0,92.42,50950.0,0.0,359.0
2021-05-28 09:00:00,2509.0,84.38,52000.0,0.0,1331.0
2021-05-28 10:00:00,2001.0,76.89,51550.0,0.0,2840.0
2021-05-28 11:00:00,1494.0,76.0,51350.0,0.0,4401.0
2021-05-28 12:00:00,987.0,73.29,51800.0,0.0,5518.0
2021-05-28 13:00:00,1030.0,60.61,51600.0,0.0,6366.0
2021-05-28 14:00:00,1073.0,58.34,49250.0,0.0,6768.0
2021-05-28 15:00:00,1117.0,60.0,47050.0,0.0,6802.0
2021-05-28 16:00:00,1110.0,61.02,45500.0,0.0,6537.0
2021-05-28 17:00:00,1104.0,72.09,44400.0,0.0,5809.0
2021-05-28 18:00:00,1097.0,77.99,45400.0,0.0,4864.0
2021-05-28 19:00:00,1153.0,83.67,46800.0,0.0,3502.0
2021-05-28 20:00:00,1209.0,82.9,45150.0,0.0,2033.0
2021-05-28 21:00:00,1265.0,80.1,43950.0,0.0,811.0
2021-05-28 22:00:00,1583.0,80.03,44850.0,0.0,128.0
2021-05-28 23:00:00,1901.0,75.59,47600.0,0.0,0.0
2021-05-29 00:00:00,2183.0,70.89,44450.0,53782.0,0.0
2021-05-29 01:00:00,2304.0,68.37,41400.0,52183.0,0.0
2021-05-29 02:00:00,2425.0,67.07,39900.0,51087.0,0.0
2021-05-29 03:00:00,2548.0,64.77,36900.0,49990.0,0.0
2021-05-29 04:00:00,2627.0,64.09,36300.0,49594.0,0.0
2021-05-29 05:00:00,2707.0,62.42,36050.0,49305.0,0.0
2021-05-29 06:00:00,2787.0,63.77,36550.0,49464.0,0.0
2021-05-29 07:00:00,2647.0,64.91,37500.0,50432.0,2.0
2021-05-29 08:00:00,2506.0,65.0,39400.0,51879.0,304.0
2021-05-29 09:00:00,2366.0,63.94,41300.0,52679.0,1149.0
2021-05-29 10:00:00,2167.0,58.47,42250.0,53508.0,2493.0
2021-05-29 11:00:00,1969.0,52.2,42550.0,53985.0,4112.0
2021-05-29 12:00:00,1770.0,47.96,43900.0,55901.0,5280.0
2021-05-29 13:00:00,2013.0,31.03,44150.0,55336.0,6139.0
2021-05-29 14:00:00,2256.0,15.01,41750.0,53498.0,6702.0
2021-05-29 15:00:00,2499.0,15.83,40200.0,53203.0,6764.0
2021-05-29 16:00:00,2643.0,28.27,38550.0,53769.0,6509.0
2021-05-29 17:00:00,2787.0,45.95,38200.0,55168.0,6013.0
2021-05-29 18:00:00,2931.0,58.05,39250.0,54333.0,5030.0
2021-05-29 19:00:00,3110.0,67.9,40750.0,55091.0,3885.0
2021-05-29 20:00:00,3289.0,71.85,40550.0,54461.0,2348.0
2021-05-29 21:00:00,3468.0,72.02,39800.0,54362.0,986.0
2021-05-29 22:00:00,3731.0,71.83,41150.0,54925.0,160.0
2021-05-29 23:00:00,3993.0,66.0,44550.0,54259.0,0.0
2021-05-30 00:00:00,4200.0,59.9,41750.0,52459.0,0.0
2021-05-30 01:00:00,4143.0,55.07,38850.0,51234.0,0.0
2021-05-30 02:00:00,4088.0,50.66,37250.0,51075.0,0.0
2021-05-30 03:00:00,4034.0,48.9,34450.0,50683.0,0.0
2021-05-30 04:00:00,3901.0,27.09,32750.0,49710.0,0.0
2021-05-30 05:00:00,3768.0,17.65,32200.0,49342.0,0.0
2021-05-30 06:00:00,3635.0,20.02,31500.0,49275.0,0.0
2021-05-30 07:00:00,3357.0,40.68,32450.0,49990.0,2.0
2021-05-30 08:00:00,3080.0,39.4,34350.0,51655.0,373.0
2021-05-30 09:00:00,2803.0,31.96,37250.0,52723.0,1296.0
2021-05-30 10:00:00,2734.0,17.59,39400.0,51862.0,2828.0
2021-05-30 11:00:00,2665.0,8.0,40850.0,50357.0,4503.0
2021-05-30 12:00:00,2598.0,6.08,42600.0,48849.0,5881.0
2021-05-30 13:00:00,2873.0,-3.05,42750.0,47013.0,6763.0
2021-05-30 14:00:00,3149.0,-16.86,40000.0,45842.0,7139.0
2021-05-30 15:00:00,3425.0,-9.9,38200.0,45802.0,7040.0
2021-05-30 16:00:00,3497.0,-0.93,37100.0,46688.0,6669.0
2021-05-30 17:00:00,3569.0,13.17,36450.0,50310.0,5953.0
2021-05-30 18:00:00,3641.0,35.25,38000.0,52917.0,5027.0
2021-05-30 19:00:00,3683.0,60.9,40500.0,54201.0,3747.0
2021-05-30 20:00:00,3725.0,56.13,40800.0,53746.0,2212.0
2021-05-30 21:00:00,3767.0,66.72,40150.0,54518.0,931.0
2021-05-30 22:00:00,3763.0,72.04,41300.0,55756.0,165.0
2021-05-30 23:00:00,3760.0,66.07,44250.0,55491.0,0.0
2021-05-31 00:00:00,3443.0,59.6,41500.0,52560.0,0.0
2021-05-31 01:00:00,3523.0,57.3,38550.0,51646.0,0.0
2021-05-31 02:00:00,3601.0,56.22,37750.0,50839.0,0.0
2021-05-31 03:00:00,3680.0,55.02,35450.0,50334.0,0.0
2021-05-31 04:00:00,3720.0,40.8,34150.0,50416.0,0.0
2021-05-31 05:00:00,3760.0,58.33,35800.0,52476.0,0.0
2021-05-31 06:00:00,3800.0,76.72,39150.0,54719.0,0.0
2021-05-31 07:00:00,3620.0,85.98,44450.0,56459.0,3.0
2021-05-31 08:00:00,3440.0,86.73,47600.0,58177.0,389.0
2021-05-31 09:00:00,3261.0,77.9,49000.0,59004.0,1377.0
2021-05-31 10:00:00,3044.0,63.38,49050.0,58754.0,2958.0
2021-05-31 11:00:00,2828.0,60.69,49300.0,58990.0,4712.0
2021-05-31 12:00:00,2612.0,59.1,50250.0,59947.0,6059.0
2021-05-31 13:00:00,2757.0,55.26,50550.0,60115.0,6786.0
2021-05-31 14:00:00,2902.0,54.05,48900.0,60047.0,7100.0
2021-05-31 15:00:00,3046.0,54.69,47550.0,59402.0,7019.0
2021-05-31 16:00:00,2951.0,53.94,46250.0,59875.0,6718.0
2021-05-31 17:00:00,2855.0,62.3,45050.0,60730.0,6232.0
2021-05-31 18:00:00,2759.0,76.0,45650.0,61172.0,5309.0
2021-05-31 19:00:00,2930.0,85.14,47400.0,60896.0,4083.0
2021-05-31 20:00:00,3102.0,86.0,46000.0,59459.0,2454.0
2021-05-31 21:00:00,3274.0,82.0,44250.0,59185.0,1040.0
2021-05-31 22:00:00,3588.0,79.9,45100.0,59907.0,182.0
2021-05-31 23:00:00,3903.0,72.67,47500.0,59190.0,0.0
2021-06-01 00:00:00,4159.0,61.98,44450.0,54704.0,0.0
2021-06-01 01:00:00,4226.0,58.94,41300.0,53416.0,0.0
2021-06-01 02:00:00,4295.0,56.5,40150.0,53139.0,0.0
2021-06-01 03:00:00,4363.0,56.23,37650.0,52452.0,0.0
2021-06-01 04:00:00,4456.0,56.95,35950.0,52634.0,0.0
2021-06-01 05:00:00,4548.0,62.0,37150.0,53566.0,0.0
2021-06-01 06:00:00,4641.0,78.12,40500.0,56351.0,0.0
2021-06-01 07:00:00,4392.0,85.79,45650.0,57574.0,3.0
2021-06-01 08:00:00,4142.0,87.1,48550.0,58596.0,393.0
2021-06-01 09:00:00,3891.0,78.2,49350.0,58969.0,1340.0
2021-06-01 10:00:00,3447.0,64.95,49250.0,58784.0,2767.0
2021-06-01 11:00:00,3004.0,61.1,49150.0,58353.0,4114.0
2021-06-01 12:00:00,2561.0,58.13,50050.0,59340.0,5251.0
2021-06-01 13:00:00,2645.0,56.12,50300.0,60125.0,6113.0
2021-06-01 14:00:00,2729.0,55.4,48550.0,60093.0,6519.0
2021-06-01 15:00:00,2813.0,56.91,47600.0,58965.0,6735.0
2021-06-01 16:00:00,2651.0,58.13,46500.0,58310.0,6321.0
2021-06-01 17:00:00,2488.0,70.58,45750.0,58373.0,5597.0
2021-06-01 18:00:00,2326.0,79.36,46700.0,58895.0,4469.0
2021-06-01 19:00:00,2406.0,86.7,48500.0,58754.0,3370.0
2021-06-01 20:00:00,2487.0,85.14,47000.0,57946.0,2004.0
2021-06-01 21:00:00,2568.0,80.5,44900.0,57667.0,835.0
2021-06-01 22:00:00,3178.0,75.31,45250.0,58235.0,147.0
2021-06-01 23:00:00,3789.0,67.08,47700.0,57427.0,0.0
2021-06-02 00:00:00,3924.0,65.0,44550.0,53967.0,0.0
2021-06-02 01:00:00,3850.0,61.37,40850.0,52551.0,0.0
2021-06-02 02:00:00,3777.0,59.18,39600.0,51601.0,0.0
2021-06-02 03:00:00,3704.0,60.0,37200.0,50215.0,0.0
2021-06-02 04:00:00,3561.0,50.83,36400.0,50357.0,0.0
2021-06-02 05:00:00,3419.0,63.71,37050.0,51045.0,0.0
2021-06-02 06:00:00,3276.0,63.2,39200.0,53585.0,0.0
2021-06-02 07:00:00,3061.0,81.6,43750.0,55465.0,3.0
2021-06-02 08:00:00,2845.0,81.12,47100.0,56011.0,302.0
2021-06-02 09:00:00,2629.0,72.34,48850.0,56260.0,1010.0
2021-06-02 10:00:00,2333.0,62.44,49450.0,55210.0,2064.0
2021-06-02 11:00:00,2037.0,57.3,50150.0,56047.0,3167.0
2021-06-02 12:00:00,1741.0,55.72,51150.0,56816.0,3932.0
2021-06-02 13:00:00,2042.0,54.02,51550.0,56259.0,4371.0
2021-06-02 14:00:00,2343.0,53.83,50800.0,55384.0,4615.0
2021-06-02 15:00:00,2644.0,53.9,49150.0,54852.0,4677.0
2021-06-02 16:00:00,2655.0,56.87,47850.0,55339.0,4672.0
2021-06-02 17:00:00,2667.0,67.45,46650.0,55475.0,4419.0
2021-06-02 18:00:00,2678.0,78.48,47200.0,56487.0,3915.0
2021-06-02 19:00:00,2463.0,83.34,48550.0,55749.0,3016.0
2021-06-02 20:00:00,2247.0,82.91,46300.0,54445.0,1879.0
2021-06-02 21:00:00,2032.0,78.17,44550.0,53394.0,821.0
2021-06-02 22:00:00,2040.0,73.93,44900.0,53423.0,165.0
2021-06-02 23:00:00,2048.0,66.51,47600.0,53474.0,0.0
2021-06-03 00:00:00,1753.0,59.53,43650.0,50408.0,0.0
2021-06-03 01:00:00,1759.0,58.03,40300.0,49504.0,0.0
2021-06-03 02:00:00,1767.0,55.4,39150.0,49204.0,0.0
2021-06-03 03:00:00,1775.0,51.66,36600.0,48448.0,0.0
2021-06-03 04:00:00,1702.0,52.97,35650.0,47703.0,0.0
2021-06-03 05:00:00,1631.0,54.08,36200.0,48550.0,0.0
2021-06-03 06:00:00,1560.0,54.1,38700.0,49931.0,0.0
2021-06-03 07:00:00,1433.0,64.83,43800.0,51926.0,2.0
2021-06-03 08:00:00,1305.0,70.59,47000.0,53531.0,327.0
2021-06-03 09:00:00,1178.0,69.93,48850.0,54600.0,1096.0
2021-06-03 10:00:00,1099.0,69.35,49450.0,55284.0,2436.0
2021-06-03 11:00:00,1021.0,66.4,50100.0,56057.0,3890.0
2021-06-03 12:00:00,944.0,64.24,51250.0,56803.0,5020.0
2021-06-03 13:00:00,967.0,58.3,51750.0,56370.0,5784.0
2021-06-03 14:00:00,990.0,57.36,50750.0,56208.0,5941.0
2021-06-03 15:00:00,1013.0,59.24,49400.0,55003.0,5829.0
2021-06-03 16:00:00,1054.0,65.74,48100.0,54158.0,5655.0
2021-06-03 17:00:00,1094.0,69.3,46700.0,54955.0,5079.0
2021-06-03 18:00:00,1134.0,75.0,47050.0,55927.0,4373.0
2021-06-03 19:00:00,1100.0,81.99,48500.0,55524.0,3330.0
2021-06-03 20:00:00,1067.0,82.03,46250.0,54587.0,1978.0
2021-06-03 21:00:00,1034.0,80.14,43900.0,54128.0,829.0
2021-06-03 22:00:00,1052.0,79.32,44400.0,54229.0,149.0
2021-06-03 23:00:00,1070.0,73.4,46750.0,53576.0,0.0
2021-06-04 00:00:00,1177.0,66.41,44150.0,51177.0,0.0
2021-06-04 01:00:00,1270.0,62.92,40850.0,50005.0,0.0
2021-06-04 02:00:00,1364.0,60.04,39700.0,48661.0,0.0
2021-06-04 03:00:00,1458.0,60.1,37050.0,47584.0,0.0
2021-06-04 04:00:00,1484.0,59.0,36100.0,48073.0,0.0
2021-06-04 05:00:00,1510.0,61.32,37050.0,49568.0,0.0
2021-06-04 06:00:00,1536.0,75.98,39750.0,52760.0,0.0
2021-06-04 07:00:00,1580.0,82.99,44650.0,54974.0,3.0
2021-06-04 08:00:00,1624.0,85.9,47850.0,55941.0,310.0
2021-06-04 09:00:00,1668.0,81.45,49150.0,56270.0,977.0
2021-06-04 10:00:00,1545.0,75.58,49500.0,56384.0,2001.0
2021-06-04 11:00:00,1424.0,74.88,49950.0,56370.0,3073.0
2021-06-04 12:00:00,1304.0,69.95,51500.0,56716.0,3854.0
2021-06-04 13:00:00,1454.0,63.01,51450.0,55918.0,4371.0
2021-06-04 14:00:00,1606.0,62.91,49500.0,55085.0,4727.0
2021-06-04 15:00:00,1757.0,63.93,47700.0,54914.0,4630.0
2021-06-04 16:00:00,1839.0,67.0,45750.0,55256.0,4387.0
2021-06-04 17:00:00,1921.0,75.9,44650.0,56199.0,3917.0
2021-06-04 18:00:00,2007.0,79.91,45500.0,57280.0,3374.0
2021-06-04 19:00:00,2176.0,81.95,46500.0,57228.0,2540.0
2021-06-04 20:00:00,2348.0,81.69,44650.0,57005.0,1498.0
2021-06-04 21:00:00,2522.0,80.0,43000.0,56652.0,663.0
2021-06-04 22:00:00,2621.0,78.21,43950.0,56623.0,128.0
2021-06-04 23:00:00,2720.0,72.09,46450.0,56414.0,0.0
